experiment_id,N_Tx,detector,point_kind,threshold_variable,threshold_value,P_FA,P_miss
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.233354095197548,0.6687350835322196,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.233221869584291,0.6687151949085123,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.232934637811997,0.6686953062848051,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.232682687192515,0.6686754176610978,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.232581255548535,0.6686555290373906,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.232463605119754,0.6686356404136834,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.232257214917809,0.6686157517899761,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.2320992195391725,0.6685958631662688,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.231942677045041,0.6685759745425617,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.23182386321831,0.6685560859188544,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.231791529865351,0.6685361972951471,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.231658234848261,0.66851630867144,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.231533766919714,0.6684964200477327,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.231467573042259,0.6684765314240254,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.231397084011942,0.6684566428003182,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.231363973274362,0.668436754176611,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.231306799302434,0.6684168655529037,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.231219505779862,0.6683969769291965,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.231159079486705,0.6683770883054893,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.231108681417023,0.668357199681782,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.230999370425831,0.6683373110580748,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.230930053036598,0.6683174224343675,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.230918146221068,0.6682975338106603,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.230870344213194,0.6682776451869531,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.2308256345824695,0.6682577565632458,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.230813270792108,0.6682378679395385,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.230802921531112,0.6682179793158314,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.230555867997147,0.6681980906921241,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.230295430158577,0.6681782020684168,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.230274521980817,0.6681583134447097,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.230228934870333,0.6681384248210024,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.230160647591504,0.6681185361972951,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.230033516475437,0.668098647573588,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.229896081128253,0.6680787589498807,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.229848520630139,0.6680588703261734,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.22971198637034,0.6680389817024662,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.229579235172569,0.668019093078759,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.229537451624044,0.6679992044550517,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.229449959754827,0.6679793158313445,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.229262082409584,0.6679594272076372,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.228953384798913,0.66793953858393,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.228677401545454,0.6679196499602228,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.228572569971227,0.6678997613365155,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.228547219302413,0.6678798727128082,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.228492522729468,0.6678599840891011,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.228431526945013,0.6678400954653938,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.228349460863093,0.6678202068416865,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.228263658828713,0.6678003182179794,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.228212741312511,0.6677804295942721,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.228093988035006,0.6677605409705648,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.227982049712075,0.6677406523468576,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.227959890782145,0.6677207637231504,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.22787270980875,0.6677008750994431,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.227743171496108,0.6676809864757359,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.22768388355243,0.6676610978520287,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.227530513227862,0.6676412092283214,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.227281550596217,0.6676213206046142,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.227068127353867,0.6676014319809069,0.0055510860820595
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.2269049780092445,0.6676014319809069,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.22673666152772,0.6675815433571997,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.2266102410342405,0.6675616547334925,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.2265779001076815,0.6675417661097852,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.226524594218127,0.6675218774860779,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.226464270288858,0.6675019888623708,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.226365439563647,0.6674821002386635,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.226137401993725,0.6674622116149562,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.225823132945603,0.6674423229912491,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.225659081031363,0.6674224343675418,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.225635851459487,0.6674025457438345,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.225614164558067,0.6673826571201272,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.225599174509242,0.6673627684964201,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.225460263509042,0.6673428798727128,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.225315216498746,0.6673229912490055,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.225302060190646,0.6673031026252983,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.225290603396271,0.6672832140015911,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.22527051180359,0.6672633253778838,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.225140125671416,0.6672434367541766,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.224986114745697,0.6672235481304694,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.224879483941791,0.6672036595067621,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.22472291357753,0.6671837708830549,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.224623327101856,0.6671638822593476,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.224533971961279,0.6671439936356404,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.224451105074056,0.6671241050119332,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.224421168298207,0.6671042163882259,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.224367340675062,0.6670843277645186,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.223623475344642,0.6670644391408115,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.222903430944477,0.6670445505171042,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.222874930592795,0.6670246618933969,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.222701893987576,0.6670047732696898,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.222476570312367,0.6669848846459825,0.0055711987127916
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.22232341387565,0.6669848846459825,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.222237034434919,0.6669649960222752,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.222205825419039,0.666945107398568,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.222153966788689,0.6669252187748608,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.222077873017049,0.6669053301511535,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.222007744816764,0.6668854415274463,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.221958749715768,0.6668655529037391,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.221854706839856,0.6668456642800318,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.221769290519106,0.6668257756563246,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.221631252154754,0.6668058870326173,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.221462682852476,0.6667859984089101,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.221396494425907,0.6667661097852029,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.2213564167175335,0.6667462211614956,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.221329895451277,0.6667263325377883,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.221273634274539,0.6667064439140812,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.221208584261898,0.6666865552903739,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.2211634176195645,0.6666666666666666,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.22111621490447,0.6666467780429595,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.221044053557083,0.6666268894192522,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.2209436895330015,0.6666070007955449,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.220764317449415,0.6665871121718377,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.220248206376496,0.6665672235481305,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.21976530295251,0.6665473349244232,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.219666347632256,0.666527446300716,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.219529891568374,0.6665075576770088,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.219323714935189,0.6664876690533015,0.0055913113435237
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.219228435938497,0.6664876690533015,0.0056114239742558
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.219176079871637,0.6664876690533015,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.219093383216595,0.6664677804295943,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.218981180418115,0.666447891805887,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.218910475632743,0.6664280031821798,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.21887431764296,0.6664081145584726,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.21884389662441,0.6663882259347653,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.218782013889349,0.666368337311058,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.218665792738374,0.6663484486873509,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.218552183751974,0.6663285600636436,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.218444464767064,0.6663086714399363,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.218322927708062,0.6662887828162292,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.218209538352902,0.6662688941925219,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.218128584583823,0.6662490055688146,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.218046811053295,0.6662291169451074,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.217798804369693,0.6662092283214002,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.217553822591238,0.6661893396976929,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.217255684428963,0.6661694510739857,0.0056315366049879
figures__ts0p2__memERFC3p6__pHit0p75__nbits100000__ntx25to250step25__seed2026__vmt25__svmt25,100,legendre,decision_boundary,expected_isi_llr,-4.216978573529481,0.6661495624502785,0.0056315366049879
