detector,mean_runtime_seconds_per_1000_bits,std_runtime_seconds_per_1000_bits,mean_runtime_seconds
fixed_threshold,0.00023302926099855,1.9744558890694872e-05,0.02330292609985913
legendre,2.1265427881076464,0.05914589889484483,212.65427881076465
legendre_viterbi,4.584739389441674,0.12505705394034886,458.47393894416746
legendre_viterbi_strong_gpu_v2,14.989957139172825,7.4496945809200295,1498.9957139172825
viterbi,2.379927350082202,0.5203088131748795,237.9927350082202
